2016-09-03 03:59:01,917,Setting,Step,Elapsed Time,Metric1,Metric2,Metric3,Param1,Param2,Param3,Param4
2016-09-03 04:41:28,379,filter:2-conv1:512-conv2:8-fc:512-Momentum,1_epoch,1.43,92.080,NA,NA,2,512,8,512
2016-09-03 04:41:50,993,filter:2-conv1:512-conv2:16-fc:2-Momentum,1_epoch,1.01,10.280,NA,NA,2,512,16,2
2016-09-03 04:41:51,088,filter:2-conv1:512-conv2:16-fc:1-Momentum,1_epoch,0.98,26.090,NA,NA,2,512,16,1
2016-09-03 04:41:51,352,filter:2-conv1:512-conv2:16-fc:4-Momentum,1_epoch,1.08,80.240,NA,NA,2,512,16,4
2016-09-03 04:41:51,735,filter:2-conv1:512-conv2:16-fc:8-Momentum,1_epoch,1.44,91.700,NA,NA,2,512,16,8
2016-09-03 04:42:14,371,filter:2-conv1:512-conv2:16-fc:16-Momentum,1_epoch,0.974,94.710,NA,NA,2,512,16,16
2016-09-03 04:42:14,471,filter:2-conv1:512-conv2:16-fc:64-Momentum,1_epoch,1.02,95.460,NA,NA,2,512,16,64
2016-09-03 04:42:14,741,filter:2-conv1:512-conv2:16-fc:32-Momentum,1_epoch,1.07,95.370,NA,NA,2,512,16,32
2016-09-03 04:42:14,990,filter:2-conv1:512-conv2:16-fc:128-Momentum,1_epoch,1.31,95.960,NA,NA,2,512,16,128
2016-09-03 04:42:37,946,filter:2-conv1:512-conv2:16-fc:512-Momentum,1_epoch,0.997,97.620,NA,NA,2,512,16,512
2016-09-03 04:42:38,043,filter:2-conv1:512-conv2:16-fc:256-Momentum,1_epoch,0.987,96.490,NA,NA,2,512,16,256
2016-09-03 04:42:38,624,filter:2-conv1:512-conv2:32-fc:2-Momentum,1_epoch,1.3,43.390,NA,NA,2,512,32,2
2016-09-03 04:42:39,221,filter:2-conv1:512-conv2:32-fc:1-Momentum,1_epoch,1.23,26.540,NA,NA,2,512,32,1
2016-09-03 04:43:02,314,filter:2-conv1:512-conv2:32-fc:8-Momentum,1_epoch,1.01,87.590,NA,NA,2,512,32,8
2016-09-03 04:43:02,332,filter:2-conv1:512-conv2:32-fc:16-Momentum,1_epoch,0.999,95.140,NA,NA,2,512,32,16
2016-09-03 04:43:02,538,filter:2-conv1:512-conv2:32-fc:4-Momentum,1_epoch,1.02,75.090,NA,NA,2,512,32,4
2016-09-03 04:43:03,158,filter:2-conv1:512-conv2:32-fc:32-Momentum,1_epoch,1.39,95.850,NA,NA,2,512,32,32
2016-09-03 04:43:26,383,filter:2-conv1:512-conv2:32-fc:128-Momentum,1_epoch,0.996,96.830,NA,NA,2,512,32,128
2016-09-03 04:43:26,646,filter:2-conv1:512-conv2:32-fc:64-Momentum,1_epoch,1.03,96.040,NA,NA,2,512,32,64
2016-09-03 04:43:26,799,filter:2-conv1:512-conv2:32-fc:256-Momentum,1_epoch,1.11,97.020,NA,NA,2,512,32,256
2016-09-03 04:43:27,592,filter:2-conv1:512-conv2:32-fc:512-Momentum,1_epoch,1.46,97.640,NA,NA,2,512,32,512
2016-09-03 04:43:51,972,filter:2-conv1:512-conv2:64-fc:1-Momentum,1_epoch,1.07,10.280,NA,NA,2,512,64,1
2016-09-03 04:43:52,030,filter:2-conv1:512-conv2:64-fc:2-Momentum,1_epoch,1.13,10.280,NA,NA,2,512,64,2
2016-09-03 04:43:52,884,filter:2-conv1:512-conv2:64-fc:8-Momentum,1_epoch,1.35,91.360,NA,NA,2,512,64,8
2016-09-03 04:43:53,250,filter:2-conv1:512-conv2:64-fc:4-Momentum,1_epoch,1.31,10.280,NA,NA,2,512,64,4
2016-09-03 04:44:17,595,filter:2-conv1:512-conv2:64-fc:32-Momentum,1_epoch,1.14,96.050,NA,NA,2,512,64,32
2016-09-03 04:44:17,700,filter:2-conv1:512-conv2:64-fc:16-Momentum,1_epoch,1.09,93.970,NA,NA,2,512,64,16
2016-09-03 04:44:17,745,filter:2-conv1:512-conv2:64-fc:64-Momentum,1_epoch,1.15,96.600,NA,NA,2,512,64,64
2016-09-03 04:44:18,615,filter:2-conv1:512-conv2:64-fc:128-Momentum,1_epoch,1.5,96.640,NA,NA,2,512,64,128
2016-09-03 04:44:43,427,filter:2-conv1:512-conv2:64-fc:256-Momentum,1_epoch,1.08,97.200,NA,NA,2,512,64,256
2016-09-03 04:44:43,694,filter:2-conv1:512-conv2:64-fc:512-Momentum,1_epoch,1.18,97.110,NA,NA,2,512,64,512
2016-09-03 04:44:45,762,filter:2-conv1:512-conv2:128-fc:1-Momentum,1_epoch,1.29,10.280,NA,NA,2,512,128,1
2016-09-03 04:44:46,415,filter:2-conv1:512-conv2:128-fc:2-Momentum,1_epoch,1.59,10.280,NA,NA,2,512,128,2
2016-09-03 04:45:12,921,filter:2-conv1:512-conv2:128-fc:8-Momentum,1_epoch,1.24,72.810,NA,NA,2,512,128,8
2016-09-03 04:45:13,136,filter:2-conv1:512-conv2:128-fc:4-Momentum,1_epoch,1.24,22.740,NA,NA,2,512,128,4
2016-09-03 04:45:13,581,filter:2-conv1:512-conv2:128-fc:16-Momentum,1_epoch,1.35,91.520,NA,NA,2,512,128,16
2016-09-03 04:45:14,029,filter:2-conv1:512-conv2:128-fc:32-Momentum,1_epoch,1.82,95.900,NA,NA,2,512,128,32
2016-09-03 04:45:40,525,filter:2-conv1:512-conv2:128-fc:64-Momentum,1_epoch,1.24,96.360,NA,NA,2,512,128,64
2016-09-03 04:45:40,876,filter:2-conv1:512-conv2:128-fc:128-Momentum,1_epoch,1.31,96.780,NA,NA,2,512,128,128
2016-09-03 04:45:41,362,filter:2-conv1:512-conv2:128-fc:256-Momentum,1_epoch,1.35,97.340,NA,NA,2,512,128,256
2016-09-03 04:45:42,028,filter:2-conv1:512-conv2:128-fc:512-Momentum,1_epoch,1.68,97.160,NA,NA,2,512,128,512
2016-09-03 04:46:13,616,filter:2-conv1:512-conv2:256-fc:2-Momentum,1_epoch,1.52,10.280,NA,NA,2,512,256,2
2016-09-03 04:46:13,854,filter:2-conv1:512-conv2:256-fc:1-Momentum,1_epoch,1.57,10.280,NA,NA,2,512,256,1
2016-09-03 04:46:14,052,filter:2-conv1:512-conv2:256-fc:4-Momentum,1_epoch,1.63,59.750,NA,NA,2,512,256,4
2016-09-03 04:46:14,506,filter:2-conv1:512-conv2:256-fc:8-Momentum,1_epoch,2.07,82.950,NA,NA,2,512,256,8
2016-09-03 04:46:45,976,filter:2-conv1:512-conv2:256-fc:16-Momentum,1_epoch,1.53,89.100,NA,NA,2,512,256,16
2016-09-03 04:46:46,261,filter:2-conv1:512-conv2:256-fc:64-Momentum,1_epoch,1.58,96.520,NA,NA,2,512,256,64
2016-09-03 04:46:46,267,filter:2-conv1:512-conv2:256-fc:32-Momentum,1_epoch,1.58,94.330,NA,NA,2,512,256,32
2016-09-03 04:46:47,487,filter:2-conv1:512-conv2:256-fc:128-Momentum,1_epoch,2.22,96.240,NA,NA,2,512,256,128
2016-09-03 04:47:19,588,filter:2-conv1:512-conv2:256-fc:256-Momentum,1_epoch,1.49,96.500,NA,NA,2,512,256,256
2016-09-03 04:47:21,741,filter:2-conv1:512-conv2:256-fc:512-Momentum,1_epoch,1.59,97.160,NA,NA,2,512,256,512
2016-09-03 04:47:29,103,filter:2-conv1:512-conv2:512-fc:1-Momentum,1_epoch,2.13,10.280,NA,NA,2,512,512,1
2016-09-03 04:47:29,329,filter:2-conv1:512-conv2:512-fc:2-Momentum,1_epoch,2.19,10.280,NA,NA,2,512,512,2
2016-09-03 04:48:09,286,filter:2-conv1:512-conv2:512-fc:4-Momentum,1_epoch,1.94,10.280,NA,NA,2,512,512,4
2016-09-03 04:48:10,084,filter:2-conv1:512-conv2:512-fc:8-Momentum,1_epoch,2.13,10.280,NA,NA,2,512,512,8
2016-09-03 04:48:10,880,filter:2-conv1:512-conv2:512-fc:16-Momentum,1_epoch,2.17,10.280,NA,NA,2,512,512,16
2016-09-03 04:48:12,192,filter:2-conv1:512-conv2:512-fc:32-Momentum,1_epoch,2.6,92.660,NA,NA,2,512,512,32
2016-09-03 04:48:53,584,filter:2-conv1:512-conv2:512-fc:64-Momentum,1_epoch,2.09,94.440,NA,NA,2,512,512,64
2016-09-03 04:48:54,689,filter:2-conv1:512-conv2:512-fc:128-Momentum,1_epoch,2.14,96.300,NA,NA,2,512,512,128
2016-09-03 04:48:55,010,filter:2-conv1:512-conv2:512-fc:256-Momentum,1_epoch,2.23,94.800,NA,NA,2,512,512,256
2016-09-03 04:48:57,955,filter:2-conv1:512-conv2:512-fc:512-Momentum,1_epoch,2.27,96.200,NA,NA,2,512,512,512
2016-09-03 04:49:05,236,filter:4-conv1:1-conv2:1-fc:1-Momentum,1_epoch,0.161,20.690,NA,NA,4,1,1,1
2016-09-03 04:49:05,360,filter:4-conv1:1-conv2:1-fc:2-Momentum,1_epoch,0.192,40.910,NA,NA,4,1,1,2
2016-09-03 04:49:05,596,filter:4-conv1:1-conv2:1-fc:4-Momentum,1_epoch,0.3,58.520,NA,NA,4,1,1,4
2016-09-03 04:49:05,808,filter:4-conv1:1-conv2:1-fc:8-Momentum,1_epoch,0.401,76.170,NA,NA,4,1,1,8
2016-09-03 04:49:12,910,filter:4-conv1:1-conv2:1-fc:64-Momentum,1_epoch,0.14,85.450,NA,NA,4,1,1,64
2016-09-03 04:49:13,002,filter:4-conv1:1-conv2:1-fc:32-Momentum,1_epoch,0.166,80.500,NA,NA,4,1,1,32
2016-09-03 04:49:13,096,filter:4-conv1:1-conv2:1-fc:16-Momentum,1_epoch,0.224,77.990,NA,NA,4,1,1,16
2016-09-03 04:49:13,469,filter:4-conv1:1-conv2:1-fc:128-Momentum,1_epoch,0.543,85.680,NA,NA,4,1,1,128
2016-09-03 04:49:20,269,filter:4-conv1:1-conv2:2-fc:1-Momentum,1_epoch,0.145,23.270,NA,NA,4,1,2,1
2016-09-03 04:49:20,632,filter:4-conv1:1-conv2:2-fc:2-Momentum,1_epoch,0.119,39.400,NA,NA,4,1,2,2
2016-09-03 04:49:20,726,filter:4-conv1:1-conv2:1-fc:512-Momentum,1_epoch,0.167,89.080,NA,NA,4,1,1,512
2016-09-03 04:49:20,821,filter:4-conv1:1-conv2:1-fc:256-Momentum,1_epoch,0.227,90.430,NA,NA,4,1,1,256
2016-09-03 04:49:28,257,filter:4-conv1:1-conv2:2-fc:16-Momentum,1_epoch,0.136,85.720,NA,NA,4,1,2,16
2016-09-03 04:49:28,368,filter:4-conv1:1-conv2:2-fc:4-Momentum,1_epoch,0.181,64.490,NA,NA,4,1,2,4
2016-09-03 04:49:28,443,filter:4-conv1:1-conv2:2-fc:32-Momentum,1_epoch,0.237,91.140,NA,NA,4,1,2,32
2016-09-03 04:49:28,506,filter:4-conv1:1-conv2:2-fc:8-Momentum,1_epoch,0.258,83.970,NA,NA,4,1,2,8
2016-09-03 04:49:35,821,filter:4-conv1:1-conv2:2-fc:64-Momentum,1_epoch,0.142,92.550,NA,NA,4,1,2,64
2016-09-03 04:49:36,065,filter:4-conv1:1-conv2:2-fc:512-Momentum,1_epoch,0.264,91.820,NA,NA,4,1,2,512
2016-09-03 04:49:36,138,filter:4-conv1:1-conv2:2-fc:256-Momentum,1_epoch,0.233,93.470,NA,NA,4,1,2,256
2016-09-03 04:49:36,247,filter:4-conv1:1-conv2:2-fc:128-Momentum,1_epoch,0.219,94.220,NA,NA,4,1,2,128
2016-09-03 04:49:43,580,filter:4-conv1:1-conv2:4-fc:2-Momentum,1_epoch,0.15,45.300,NA,NA,4,1,4,2
2016-09-03 04:49:43,843,filter:4-conv1:1-conv2:4-fc:1-Momentum,1_epoch,0.228,22.030,NA,NA,4,1,4,1
2016-09-03 04:49:43,874,filter:4-conv1:1-conv2:4-fc:4-Momentum,1_epoch,0.167,66.690,NA,NA,4,1,4,4
2016-09-03 04:49:44,159,filter:4-conv1:1-conv2:4-fc:8-Momentum,1_epoch,0.356,85.490,NA,NA,4,1,4,8
2016-09-03 04:49:51,188,filter:4-conv1:1-conv2:4-fc:32-Momentum,1_epoch,0.146,92.030,NA,NA,4,1,4,32
2016-09-03 04:49:51,498,filter:4-conv1:1-conv2:4-fc:64-Momentum,1_epoch,0.143,93.590,NA,NA,4,1,4,64
2016-09-03 04:49:51,672,filter:4-conv1:1-conv2:4-fc:16-Momentum,1_epoch,0.204,89.410,NA,NA,4,1,4,16
2016-09-03 04:49:51,681,filter:4-conv1:1-conv2:4-fc:128-Momentum,1_epoch,0.225,94.180,NA,NA,4,1,4,128
2016-09-03 04:49:58,560,filter:4-conv1:1-conv2:8-fc:1-Momentum,1_epoch,0.147,24.440,NA,NA,4,1,8,1
2016-09-03 04:49:58,989,filter:4-conv1:1-conv2:4-fc:256-Momentum,1_epoch,0.126,93.670,NA,NA,4,1,4,256
2016-09-03 04:49:59,011,filter:4-conv1:1-conv2:4-fc:512-Momentum,1_epoch,0.125,94.220,NA,NA,4,1,4,512
2016-09-03 04:49:59,058,filter:4-conv1:1-conv2:8-fc:2-Momentum,1_epoch,0.153,45.080,NA,NA,4,1,8,2
2016-09-03 04:50:06,185,filter:4-conv1:1-conv2:8-fc:16-Momentum,1_epoch,0.144,91.050,NA,NA,4,1,8,16
2016-09-03 04:50:06,297,filter:4-conv1:1-conv2:8-fc:8-Momentum,1_epoch,0.18,88.620,NA,NA,4,1,8,8
2016-09-03 04:50:06,563,filter:4-conv1:1-conv2:8-fc:4-Momentum,1_epoch,0.305,53.430,NA,NA,4,1,8,4
2016-09-03 04:50:06,904,filter:4-conv1:1-conv2:8-fc:32-Momentum,1_epoch,0.335,94.090,NA,NA,4,1,8,32
2016-09-03 04:50:13,478,filter:4-conv1:1-conv2:8-fc:512-Momentum,1_epoch,0.15,10.280,NA,NA,4,1,8,512
2016-09-03 04:50:13,871,filter:4-conv1:1-conv2:8-fc:128-Momentum,1_epoch,0.128,94.570,NA,NA,4,1,8,128
2016-09-03 04:50:13,882,filter:4-conv1:1-conv2:8-fc:256-Momentum,1_epoch,0.124,94.790,NA,NA,4,1,8,256
2016-09-03 04:50:13,884,filter:4-conv1:1-conv2:8-fc:64-Momentum,1_epoch,0.122,94.820,NA,NA,4,1,8,64
2016-09-03 04:50:20,907,filter:4-conv1:1-conv2:16-fc:2-Momentum,1_epoch,0.163,20.720,NA,NA,4,1,16,2
2016-09-03 04:50:21,167,filter:4-conv1:1-conv2:16-fc:4-Momentum,1_epoch,0.265,70.980,NA,NA,4,1,16,4
2016-09-03 04:50:21,223,filter:4-conv1:1-conv2:16-fc:1-Momentum,1_epoch,0.209,30.060,NA,NA,4,1,16,1
2016-09-03 04:50:21,368,filter:4-conv1:1-conv2:16-fc:8-Momentum,1_epoch,0.291,85.490,NA,NA,4,1,16,8
2016-09-03 04:50:28,592,filter:4-conv1:1-conv2:16-fc:32-Momentum,1_epoch,0.147,94.570,NA,NA,4,1,16,32
2016-09-03 04:50:28,620,filter:4-conv1:1-conv2:16-fc:128-Momentum,1_epoch,0.156,94.090,NA,NA,4,1,16,128
2016-09-03 04:50:28,958,filter:4-conv1:1-conv2:16-fc:16-Momentum,1_epoch,0.348,91.070,NA,NA,4,1,16,16
2016-09-03 04:50:28,974,filter:4-conv1:1-conv2:16-fc:64-Momentum,1_epoch,0.353,95.500,NA,NA,4,1,16,64
2016-09-03 04:50:35,823,filter:4-conv1:1-conv2:32-fc:1-Momentum,1_epoch,0.155,10.280,NA,NA,4,1,32,1
2016-09-03 04:50:36,232,filter:4-conv1:1-conv2:16-fc:512-Momentum,1_epoch,0.142,95.880,NA,NA,4,1,16,512
2016-09-03 04:50:36,364,filter:4-conv1:1-conv2:32-fc:2-Momentum,1_epoch,0.205,41.610,NA,NA,4,1,32,2
2016-09-03 04:50:36,522,filter:4-conv1:1-conv2:16-fc:256-Momentum,1_epoch,0.302,95.670,NA,NA,4,1,16,256
2016-09-03 04:50:43,756,filter:4-conv1:1-conv2:32-fc:32-Momentum,1_epoch,0.154,94.370,NA,NA,4,1,32,32
2016-09-03 04:50:43,995,filter:4-conv1:1-conv2:32-fc:8-Momentum,1_epoch,0.254,88.950,NA,NA,4,1,32,8
2016-09-03 04:50:44,033,filter:4-conv1:1-conv2:32-fc:4-Momentum,1_epoch,0.256,51.750,NA,NA,4,1,32,4
2016-09-03 04:50:44,104,filter:4-conv1:1-conv2:32-fc:16-Momentum,1_epoch,0.274,93.610,NA,NA,4,1,32,16
2016-09-03 04:50:51,782,filter:4-conv1:1-conv2:32-fc:128-Momentum,1_epoch,0.169,95.870,NA,NA,4,1,32,128
2016-09-03 04:50:51,967,filter:4-conv1:1-conv2:32-fc:256-Momentum,1_epoch,0.253,95.820,NA,NA,4,1,32,256
2016-09-03 04:50:52,170,filter:4-conv1:1-conv2:32-fc:64-Momentum,1_epoch,0.346,94.200,NA,NA,4,1,32,64
2016-09-03 04:50:52,180,filter:4-conv1:1-conv2:32-fc:512-Momentum,1_epoch,0.376,10.280,NA,NA,4,1,32,512
2016-09-03 04:50:59,443,filter:4-conv1:1-conv2:64-fc:2-Momentum,1_epoch,0.165,23.890,NA,NA,4,1,64,2
2016-09-03 04:50:59,527,filter:4-conv1:1-conv2:64-fc:1-Momentum,1_epoch,0.199,10.280,NA,NA,4,1,64,1
2016-09-03 04:50:59,548,filter:4-conv1:1-conv2:64-fc:4-Momentum,1_epoch,0.213,82.300,NA,NA,4,1,64,4
2016-09-03 04:51:00,268,filter:4-conv1:1-conv2:64-fc:8-Momentum,1_epoch,0.637,79.100,NA,NA,4,1,64,8
2016-09-03 04:51:08,120,filter:4-conv1:1-conv2:64-fc:64-Momentum,1_epoch,0.168,93.800,NA,NA,4,1,64,64
2016-09-03 04:51:08,200,filter:4-conv1:1-conv2:64-fc:128-Momentum,1_epoch,0.214,96.120,NA,NA,4,1,64,128
2016-09-03 04:51:08,274,filter:4-conv1:1-conv2:64-fc:32-Momentum,1_epoch,0.243,93.340,NA,NA,4,1,64,32
2016-09-03 04:51:08,278,filter:4-conv1:1-conv2:64-fc:16-Momentum,1_epoch,0.248,93.200,NA,NA,4,1,64,16
2016-09-03 04:51:16,262,filter:4-conv1:1-conv2:128-fc:1-Momentum,1_epoch,0.195,10.280,NA,NA,4,1,128,1
2016-09-03 04:51:16,495,filter:4-conv1:1-conv2:128-fc:2-Momentum,1_epoch,0.317,21.940,NA,NA,4,1,128,2
2016-09-03 04:51:16,534,filter:4-conv1:1-conv2:64-fc:256-Momentum,1_epoch,0.3,96.070,NA,NA,4,1,64,256
2016-09-03 04:51:16,609,filter:4-conv1:1-conv2:64-fc:512-Momentum,1_epoch,0.354,96.360,NA,NA,4,1,64,512
2016-09-03 04:51:24,743,filter:4-conv1:1-conv2:128-fc:32-Momentum,1_epoch,0.203,94.230,NA,NA,4,1,128,32
2016-09-03 04:51:24,764,filter:4-conv1:1-conv2:128-fc:8-Momentum,1_epoch,0.202,85.080,NA,NA,4,1,128,8
2016-09-03 04:51:25,181,filter:4-conv1:1-conv2:128-fc:16-Momentum,1_epoch,0.353,90.360,NA,NA,4,1,128,16
2016-09-03 04:51:25,196,filter:4-conv1:1-conv2:128-fc:4-Momentum,1_epoch,0.331,33.840,NA,NA,4,1,128,4
2016-09-03 04:51:32,872,filter:4-conv1:1-conv2:128-fc:64-Momentum,1_epoch,0.199,95.550,NA,NA,4,1,128,64
2016-09-03 04:51:33,118,filter:4-conv1:1-conv2:128-fc:128-Momentum,1_epoch,0.292,94.090,NA,NA,4,1,128,128
2016-09-03 04:51:33,347,filter:4-conv1:1-conv2:128-fc:256-Momentum,1_epoch,0.343,10.280,NA,NA,4,1,128,256
2016-09-03 04:51:34,044,filter:4-conv1:1-conv2:128-fc:512-Momentum,1_epoch,0.24,95.520,NA,NA,4,1,128,512
2016-09-03 04:51:42,988,filter:4-conv1:1-conv2:256-fc:8-Momentum,1_epoch,0.243,10.280,NA,NA,4,1,256,8
2016-09-03 04:51:43,087,filter:4-conv1:1-conv2:256-fc:1-Momentum,1_epoch,0.284,10.280,NA,NA,4,1,256,1
2016-09-03 04:51:43,216,filter:4-conv1:1-conv2:256-fc:4-Momentum,1_epoch,0.346,22.620,NA,NA,4,1,256,4
2016-09-03 04:51:43,222,filter:4-conv1:1-conv2:256-fc:2-Momentum,1_epoch,0.335,22.420,NA,NA,4,1,256,2
2016-09-03 04:51:52,167,filter:4-conv1:1-conv2:256-fc:16-Momentum,1_epoch,0.233,90.850,NA,NA,4,1,256,16
2016-09-03 04:51:52,191,filter:4-conv1:1-conv2:256-fc:32-Momentum,1_epoch,0.233,93.690,NA,NA,4,1,256,32
2016-09-03 04:51:52,400,filter:4-conv1:1-conv2:256-fc:64-Momentum,1_epoch,0.337,94.440,NA,NA,4,1,256,64
2016-09-03 04:51:52,948,filter:4-conv1:1-conv2:256-fc:128-Momentum,1_epoch,0.778,95.540,NA,NA,4,1,256,128
2016-09-03 04:52:02,657,filter:4-conv1:1-conv2:256-fc:256-Momentum,1_epoch,0.255,95.790,NA,NA,4,1,256,256
2016-09-03 04:52:03,418,filter:4-conv1:1-conv2:512-fc:1-Momentum,1_epoch,0.311,20.730,NA,NA,4,1,512,1
2016-09-03 04:52:03,427,filter:4-conv1:1-conv2:256-fc:512-Momentum,1_epoch,0.277,10.280,NA,NA,4,1,256,512
2016-09-03 04:52:04,162,filter:4-conv1:1-conv2:512-fc:2-Momentum,1_epoch,0.749,10.280,NA,NA,4,1,512,2
2016-09-03 04:52:14,893,filter:4-conv1:1-conv2:512-fc:8-Momentum,1_epoch,0.308,10.280,NA,NA,4,1,512,8
2016-09-03 04:52:15,014,filter:4-conv1:1-conv2:512-fc:4-Momentum,1_epoch,0.352,10.280,NA,NA,4,1,512,4
2016-09-03 04:52:15,294,filter:4-conv1:1-conv2:512-fc:16-Momentum,1_epoch,0.46,88.100,NA,NA,4,1,512,16
2016-09-03 04:52:15,555,filter:4-conv1:1-conv2:512-fc:32-Momentum,1_epoch,0.641,91.090,NA,NA,4,1,512,32
2016-09-03 04:52:25,826,filter:4-conv1:1-conv2:512-fc:64-Momentum,1_epoch,0.317,93.960,NA,NA,4,1,512,64
2016-09-03 04:52:26,468,filter:4-conv1:1-conv2:512-fc:128-Momentum,1_epoch,0.316,95.400,NA,NA,4,1,512,128
2016-09-03 04:52:27,690,filter:4-conv1:1-conv2:512-fc:256-Momentum,1_epoch,0.406,95.750,NA,NA,4,1,512,256
2016-09-03 04:52:30,285,filter:4-conv1:1-conv2:512-fc:512-Momentum,1_epoch,0.539,92.230,NA,NA,4,1,512,512
2016-09-03 04:52:37,585,filter:4-conv1:2-conv2:1-fc:4-Momentum,1_epoch,0.142,62.110,NA,NA,4,2,1,4
2016-09-03 04:52:37,916,filter:4-conv1:2-conv2:1-fc:2-Momentum,1_epoch,0.127,42.770,NA,NA,4,2,1,2
2016-09-03 04:52:38,038,filter:4-conv1:2-conv2:1-fc:1-Momentum,1_epoch,0.194,29.100,NA,NA,4,2,1,1
2016-09-03 04:52:38,419,filter:4-conv1:2-conv2:1-fc:8-Momentum,1_epoch,0.469,79.160,NA,NA,4,2,1,8
2016-09-03 04:52:45,291,filter:4-conv1:2-conv2:1-fc:32-Momentum,1_epoch,0.138,87.430,NA,NA,4,2,1,32
2016-09-03 04:52:45,591,filter:4-conv1:2-conv2:1-fc:16-Momentum,1_epoch,0.159,85.380,NA,NA,4,2,1,16
2016-09-03 04:52:45,599,filter:4-conv1:2-conv2:1-fc:128-Momentum,1_epoch,0.166,90.250,NA,NA,4,2,1,128
2016-09-03 04:52:45,601,filter:4-conv1:2-conv2:1-fc:64-Momentum,1_epoch,0.139,89.720,NA,NA,4,2,1,64
2016-09-03 04:52:53,000,filter:4-conv1:2-conv2:2-fc:1-Momentum,1_epoch,0.138,23.580,NA,NA,4,2,2,1
2016-09-03 04:52:53,046,filter:4-conv1:2-conv2:2-fc:2-Momentum,1_epoch,0.149,35.590,NA,NA,4,2,2,2
2016-09-03 04:52:53,172,filter:4-conv1:2-conv2:1-fc:256-Momentum,1_epoch,0.216,92.300,NA,NA,4,2,1,256
2016-09-03 04:52:53,190,filter:4-conv1:2-conv2:1-fc:512-Momentum,1_epoch,0.23,92.190,NA,NA,4,2,1,512
2016-09-03 04:53:00,851,filter:4-conv1:2-conv2:2-fc:32-Momentum,1_epoch,0.138,90.890,NA,NA,4,2,2,32
2016-09-03 04:53:00,907,filter:4-conv1:2-conv2:2-fc:16-Momentum,1_epoch,0.148,86.590,NA,NA,4,2,2,16
2016-09-03 04:53:00,971,filter:4-conv1:2-conv2:2-fc:4-Momentum,1_epoch,0.183,65.760,NA,NA,4,2,2,4
2016-09-03 04:53:00,972,filter:4-conv1:2-conv2:2-fc:8-Momentum,1_epoch,0.192,83.600,NA,NA,4,2,2,8
2016-09-03 04:53:08,479,filter:4-conv1:2-conv2:2-fc:512-Momentum,1_epoch,0.144,10.280,NA,NA,4,2,2,512
2016-09-03 04:53:08,483,filter:4-conv1:2-conv2:2-fc:128-Momentum,1_epoch,0.14,93.850,NA,NA,4,2,2,128
2016-09-03 04:53:08,735,filter:4-conv1:2-conv2:2-fc:256-Momentum,1_epoch,0.255,93.930,NA,NA,4,2,2,256
2016-09-03 04:53:08,820,filter:4-conv1:2-conv2:2-fc:64-Momentum,1_epoch,0.306,92.250,NA,NA,4,2,2,64
2016-09-03 04:53:16,025,filter:4-conv1:2-conv2:4-fc:1-Momentum,1_epoch,0.151,25.640,NA,NA,4,2,4,1
2016-09-03 04:53:16,093,filter:4-conv1:2-conv2:4-fc:2-Momentum,1_epoch,0.153,42.070,NA,NA,4,2,4,2
2016-09-03 04:53:16,239,filter:4-conv1:2-conv2:4-fc:4-Momentum,1_epoch,0.233,57.080,NA,NA,4,2,4,4
2016-09-03 04:53:16,424,filter:4-conv1:2-conv2:4-fc:8-Momentum,1_epoch,0.39,83.610,NA,NA,4,2,4,8
2016-09-03 04:53:23,477,filter:4-conv1:2-conv2:4-fc:128-Momentum,1_epoch,0.162,95.100,NA,NA,4,2,4,128
2016-09-03 04:53:23,505,filter:4-conv1:2-conv2:4-fc:32-Momentum,1_epoch,0.184,93.510,NA,NA,4,2,4,32
2016-09-03 04:53:23,699,filter:4-conv1:2-conv2:4-fc:64-Momentum,1_epoch,0.237,93.650,NA,NA,4,2,4,64
2016-09-03 04:53:23,827,filter:4-conv1:2-conv2:4-fc:16-Momentum,1_epoch,0.296,91.630,NA,NA,4,2,4,16
2016-09-03 04:53:30,776,filter:4-conv1:2-conv2:8-fc:1-Momentum,1_epoch,0.166,26.830,NA,NA,4,2,8,1
2016-09-03 04:53:31,018,filter:4-conv1:2-conv2:4-fc:256-Momentum,1_epoch,0.237,95.670,NA,NA,4,2,4,256
2016-09-03 04:53:31,069,filter:4-conv1:2-conv2:4-fc:512-Momentum,1_epoch,0.235,95.710,NA,NA,4,2,4,512
2016-09-03 04:53:31,074,filter:4-conv1:2-conv2:8-fc:2-Momentum,1_epoch,0.274,42.260,NA,NA,4,2,8,2
2016-09-03 04:53:38,015,filter:4-conv1:2-conv2:8-fc:8-Momentum,1_epoch,0.141,92.680,NA,NA,4,2,8,8
2016-09-03 04:53:38,314,filter:4-conv1:2-conv2:8-fc:4-Momentum,1_epoch,0.169,79.830,NA,NA,4,2,8,4
2016-09-03 04:53:38,315,filter:4-conv1:2-conv2:8-fc:32-Momentum,1_epoch,0.178,94.960,NA,NA,4,2,8,32
2016-09-03 04:53:38,318,filter:4-conv1:2-conv2:8-fc:16-Momentum,1_epoch,0.169,93.640,NA,NA,4,2,8,16
2016-09-03 04:53:45,641,filter:4-conv1:2-conv2:8-fc:128-Momentum,1_epoch,0.151,94.400,NA,NA,4,2,8,128
2016-09-03 04:53:45,757,filter:4-conv1:2-conv2:8-fc:64-Momentum,1_epoch,0.203,94.870,NA,NA,4,2,8,64
